COD,SUBCOD,CODE1,CODE2,D_NAME,FULLNAME,ABBR,DATA_COZD,DATA_ZAKR
1190,1151,3,5,Участок  электроавтоматики,Участок электроавтоматики,УЭ,2007-04-03T00:00:00,2012-09-01T00:00:00
1192,1151,3,5,Научно-испытательный комплекс высоков. оборудования,Научно-испытательный комплекс высоковольтного оборудования,НИКВО,2007-04-03T00:00:00,2012-09-01T00:00:00
1193,1151,3,5,Группа маркетинга,Группа  маркетинга,ГМ,2007-04-03T00:00:00,2012-09-01T00:00:00
1194,1151,3,5,Группа метрологии и стандартизации,Группа метрологии и стандартизации,ГМиС,2007-04-03T00:00:00,2012-09-01T00:00:00
1195,1588,13,7,Отдел конгрессной деятельности,Отдел конгрессной деятельности,ОКД,2007-04-09T00:00:00,
1196,104,0,0,"Межкафедральная лаборатория ""Применение прграммного обеспечения в образовании и исследова","Межкафедральная лаборатория ""Применение программного обеспечения в образовании и исследованиях""",МЛ ППО,2007-04-09T00:00:00,2013-02-01T00:00:00
1197,2400,4,2,Отдел АСУ,Отдел  автоматизированных систем управления,ОАСУ,2007-04-13T00:00:00,
1198,305,0,0,"Управление кап-ного строит-ва, ремонта и техн-ого надзора","Управление капитального строительства, ремонта и технического надзора",УКСРиТН,2007-04-23T00:00:00,2011-12-08T00:00:00
1199,1198,0,0,Отдел технического надзора,Отдел технического надзора,ОТН,2007-04-23T00:00:00,2011-12-08T00:00:00
12,2,0,0,Кафедра строительных конструкций и материалов,"Кафедра ""Строительные конструкции и материалы""",КСКиМ,1981-08-26T00:00:00,2012-12-10T00:00:00
120,111,37,7,Лаб-я АРМ статистики и бухгалтера,"Лаборатория ""АРМ статистики и бухгалтера""",АРМ СиБ,1990-03-11T00:00:00,
1200,1198,0,0,Отдел планирования и отчетности,Отдел планирования и отчетности,ОПи О,2007-04-23T00:00:00,2011-12-08T00:00:00
1201,1198,0,0,Сметный отдел,Сметный отдел,СО,2007-04-23T00:00:00,2011-12-08T00:00:00
1202,1198,0,0,Отдел подг. и соглас. проектной документации,Отдел подготовки и согласований проектной документации,ОПи СПД,2007-04-23T00:00:00,2011-12-08T00:00:00
1203,294,1,5,Сектор подготовки и проведения торгов,Сектор подготовки и проведения торгов,СПиПТ,2007-04-28T00:00:00,
1204,54,33,23,Студенческое конструкторское бюро,Студенческое конструкторское бюро,СКБ,2007-05-07T00:00:00,2015-03-02T00:00:00
1205,5,0,0,"УНЦ студенческое проектно-конструкторское бюро малой гидроэнергетики""","Учебно-научный центр ""студенческое  проектно-конструкторское бюро малой гидроэнергетики""",УНЦ СКБ,2007-05-07T00:00:00,2012-12-10T00:00:00
1206,390,41,0,УНЛ интеллект. систем и технологий,"Учебно-научная лаборатория ""Интеллектуальные системы и технологии""",УНЛ ИСиТ,2007-05-14T00:00:00,2012-12-10T00:00:00
1208,305,0,0,Центр подг. и повыш. квалиф. преп. вузов,Центр подготовки и повышения квалификации преподавателей вузов,ЦППКП,2007-06-14T00:00:00,2009-04-01T00:00:00
1209,91,0,0,Центр новых материалов,Центр новых материалов,ЦНМ,2007-06-20T00:00:00,2012-12-10T00:00:00
121,1,0,0,Факультет технической кибернетики,Факультет технической кибернетики,ФТК,1976-04-27T00:00:00,2013-02-01T00:00:00
1210,464,38,7,"Образов.-научное отделение ""Реклама""","Образовательно-научное отделение ""Реклама""",ОНОРекл,2007-07-04T00:00:00,2013-01-01T00:00:00
1211,464,38,7,"Образ.-научное отделение ""История""","Образовательно-научное  отделение ""История""",ОНО Исто,2007-07-04T00:00:00,2013-01-01T00:00:00
